Sentence,Sentiment,Translated_Sentence,Translated_Sentiment
The company 's model is based on developer contracting construction projects and customer focused project management .,neutral,O modelo da empresa é baseado na contratação de projetos de construção pelo desenvolvedor e no gerenciamento de projetos focado no cliente.,neutro
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,negative,"O SeaWind que viajava do porto finlandês de Turku para Estocolmo ficou preso no gelo por volta das 16h. na quarta-feira e a viagem do Regal Star do porto sueco de Kapellskar para Paldiski, no noroeste da Estónia, foi interrompida às 2 da manhã de quinta-feira.",negativo
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,neutral,"O prejuízo operacional ascendeu a 0,7 milhões de euros em comparação com um lucro de 0,8 milhões de euros no segundo trimestre de 2005 .",neutro
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",neutral,"A Finlandesa Scanfil , fornecedora de sistemas e fabricante contratada para o sector das comunicações e para a indústria electrónica , regista vendas líquidas de 49,6 milhões de euros no primeiro trimestre de 2009 , que são apenas uma percentagem inferiores às do período correspondente de 2008 .",neutro
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",negative,"A venda resultará numa perda de capital de 5 milhões de euros para a Solidium , que adquiriu acções da Tikkurila em Março de 2010 .",negativo
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",neutral,"A conversa sobre preços está na área de swaps de médio porte mais 105 bps e os líderes são Barclays, BNPP, UBS e CBA.",neutro
"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",positive,"Falando hoje à just-drinks, um porta-voz de Olvi disse: ``Tivemos um desempenho muito bom em todos os quatro países em que operamos - nomeadamente, Finlândia, Estónia, Letónia e Lituânia. ''",positivo
It is planned to set up the A class business center in the two top storeys of the complex .,neutral,Está prevista a instalação do centro empresarial classe A nos dois pisos superiores do complexo.,neutro
"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",positive,"$CNP vende posição curta em CNP,...Fechado com lucro $ 59.367,00 (7,75%) http://stks.co/ghjc",positivo
Commented on It's Time To Embrace Dividend Growth https://t.co/wc2qfP79TN $ABBV $CSCO $WYN,positive,Comentou sobre É hora de abraçar o crescimento de dividendos https://t.co/wc2qfP79TN $ABBV $CSCO $WYN,positivo
"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",positive,"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",positivo
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",neutral,"A Affecto fornecerá uma nova solução de data warehouse e relatórios da EFI, um sistema de pontuação comportamental que dará suporte aos processos de decisão operacional e à migração de dados de sistemas legados antigos para o novo sistema EFI.",neutro
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",neutral,"“Se você precisar de ferramentas de remoção de malware, digite a URL do fornecedor de sua preferência diretamente na barra do navegador e use os links do site”, escreveu Rik Ferguson, da Trend Micro, na segunda-feira.",neutro
"However , the growth margin slowed down due to the financial crisis .",negative,"Contudo, a margem de crescimento abrandou devido à crise financeira.",negativo
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,neutral,O aumento do número de ações é baseado nos direitos de opção que foram concedidos à administração da empresa no âmbito do plano de opção de compra de ações 2006 .,neutro
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,neutral,O período de subscrição de ações para opções C terá início em 1º de setembro de 2008 e expirará em 31 de março de 2011.,neutro
"The device can also be used for theft protection and positioning of vehicles , boats and other assets .",neutral,"O dispositivo também pode ser usado para proteção contra roubo e posicionamento de veículos, barcos e outros bens.",neutro
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",neutral,"Cohen & Steers, Inc.: 5 534 530 acções representativas de 4,985% do capital social e dos direitos de voto.",neutro
"FastJet slams EasyJet founder Stelios for going public, is 'taking legal advice' over letter about contractual ...",negative,"FastJet critica o fundador da EasyJet, Stelios, por abrir o capital, está 'obtendo aconselhamento jurídico' por carta sobre contrato ...",negativo
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,positive,"A receita operacional total cresceu 27,6% em relação ao ano anterior, para 61 milhões de euros.",positivo
CompaniesActelion shares hit record on Shire takeover talk,positive,As ações da CompaniesActelion bateram recorde nas negociações de aquisição da Shire,positivo
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",positive,"Devido à rápida expansão , a quota de mercado de Tallink em termos de transporte de passageiros através do Porto de Tallinna Sadam totalizou 55 por cento em Novembro contra 45,7 por cento em Novembro de 2005 .",positivo
"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .",positive,"Com base no forte interesse e feedback dos clientes, o uso de fabricantes de telefones celulares RPM, operadoras, empresas e fóruns de desenvolvedores pode aumentar significativamente a qualidade de seus produtos e serviços, a experiência do usuário e a eficiência de custos'', continua Tulonen.",positivo
"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",neutral,"A Cramo Plc é uma empresa de serviços especializada em aluguel de máquinas e equipamentos de construção e serviços relacionados ao aluguel, bem como aluguel e venda de espaços modulares.",neutro
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",negative,"O fabricante finlandês de produtos electrónicos Scanfil reporta vendas líquidas de 58,9 milhões de euros no segundo trimestre de 2007, abaixo dos 62,4 milhões de euros do ano anterior.",negativo
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .",neutral,"Assim, o balanço do grupo terá cerca de 25,8 milhões de euros de goodwill, acrescentou a empresa.",neutro
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative,"Em 2007 , realizaram - se um total de 16,5 milhões de viagens de navios de passageiros no norte do Mar Báltico , um valor ligeiramente inferior aos 16,5 milhões de 2006 .",negativo
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",neutral,"Entre as empresas escandinavas presentes em São Petersburgo, destaca-se também a empresa sueca NCC, que implementa projectos na área da produção de asfalto, construção de estradas e habitação (projecto Swedish Krona).",neutro
$AMZN long into earnings. looks good over 600,positive,$AMZN há muito tempo em ganhos. parece bom acima de 600,positivo
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",negative,"O prejuízo operacional totalizou 0,9 milhões de euros, abaixo de um lucro de 2,7 milhões de euros.",negativo
UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,positive,ATUALIZAÇÃO 2 – Cervejas caras aumentam as vendas trimestrais subjacentes da SABMiller,positivo
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",neutral,"O prejuízo operacional da unidade de Máquinas para Celulose e Papel foi superior a 3 milhões de euros entre setembro de 2007 e agosto de 2008, em comparação com um lucro de 3,7 milhões de euros um ano antes.",neutro
Ruling sets lower limit on potential fine for BP,negative,Decisão estabelece limite inferior para multa potencial para BP,negativo
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,positive,Pedido importante na Índia A Comptel Corporation recebeu um pedido significativo de longo prazo para soluções de mediação e provisionamento usadas por uma operadora líder na Índia.,positivo
Citrix Systems Inc $CTXS Position Increased by Mizuho… https://t.co/v7Lkq08Flp @ShareStockNews,positive,Posição de $ CTXS da Citrix Systems Inc aumentada por Mizuho… https://t.co/v7Lkq08Flp @ShareStockNews,positivo
